filename,category,synth,type,mood,index,x,y,z
amb_brooktexture_cozy000_.wav,amb,brook,texture,cozy,0,-0.711259829083448,-0.8915413140924289,-2.362426365267806
amb_brooktexture_cozy001_.wav,amb,brook,texture,cozy,1,-0.9428439408132642,-0.7939263569579489,-2.4187293106891063
amb_brooktexture_mystic002_.wav,amb,brook,texture,mystic,2,-0.3904552707016688,-1.1673368732491514,-2.51448684380731
amb_brooktexture_mystic003_.wav,amb,brook,texture,mystic,3,0.15281400234277032,-1.4950414245012287,-2.5884673277364088
amb_brooktexture_tense004_.wav,amb,brook,texture,tense,4,-0.9669485003179096,-0.7888605118406078,-2.354642169362668
amb_brooktexture_tense005_.wav,amb,brook,texture,tense,5,-0.8918998834171006,-0.7998516323440433,-2.346720100304409
amb_firetexture_cozy000_.wav,amb,fire,texture,cozy,0,0.6764576365566474,5.896276718061476,-0.3186888143557518
amb_firetexture_cozy001_.wav,amb,fire,texture,cozy,1,0.3890567522074635,5.575062714597029,-0.34664858199384474
amb_firetexture_mystic002_.wav,amb,fire,texture,mystic,2,0.4980213674582934,6.194057561815062,-0.07184061288135608
amb_firetexture_mystic003_.wav,amb,fire,texture,mystic,3,0.5480657533761453,5.953665294146787,-0.22469003583992428
amb_firetexture_tense004_.wav,amb,fire,texture,tense,4,0.5326297564915755,5.893440337520673,-0.33920241956369457
amb_firetexture_tense005_.wav,amb,fire,texture,tense,5,0.6495501736466182,5.628666656547615,-0.5402081890699475
amb_leavestexture_cozy000_.wav,amb,leaves,texture,cozy,0,3.829897915749027,-0.292543571640938,-0.4636395517637696
amb_leavestexture_cozy001_.wav,amb,leaves,texture,cozy,1,3.778120382452137,-0.3133614757834624,-0.45157179456223684
amb_leavestexture_mystic002_.wav,amb,leaves,texture,mystic,2,4.010622934205794,-0.4569002125898888,-0.49681236911970766
amb_leavestexture_mystic003_.wav,amb,leaves,texture,mystic,3,3.403351711031875,-0.12371579786677596,-0.4966622791063501
amb_leavestexture_tense004_.wav,amb,leaves,texture,tense,4,3.889605568085281,-0.41165046864834537,-0.42950342159725535
amb_leavestexture_tense005_.wav,amb,leaves,texture,tense,5,2.8445004932655245,0.10870161836488713,-1.0916271858295092
amb_raintexture_cozy000_.wav,amb,rain,texture,cozy,0,0.4775253786254665,5.64319841304848,-0.709625607874297
amb_raintexture_cozy001_.wav,amb,rain,texture,cozy,1,0.16352230101348061,5.983273946597352,-0.06621583878186818
amb_raintexture_mystic002_.wav,amb,rain,texture,mystic,2,-0.10913660429474122,5.902396227204435,0.05891872337204403
amb_raintexture_mystic003_.wav,amb,rain,texture,mystic,3,0.2863597101476865,5.782718068010146,-0.46990460989841376
amb_raintexture_tense004_.wav,amb,rain,texture,tense,4,0.19736223320653784,6.051660760756449,-0.30505871084882175
amb_raintexture_tense005_.wav,amb,rain,texture,tense,5,0.23492395346698136,5.943727908016582,-0.4610358641584778
fx_chimesingle_cozy000_.wav,fx,chime,single,cozy,0,5.918885792622355,-3.0067250788799957,5.791472033442603
fx_chimesingle_cozy001_.wav,fx,chime,single,cozy,1,4.815929804997566,-2.087694316070593,2.492178457434032
fx_chimesingle_cozy002_.wav,fx,chime,single,cozy,2,4.291909886653423,-1.8185959774933371,1.54350418004664
fx_chimesingle_cozy003_.wav,fx,chime,single,cozy,3,5.23270255400129,-2.746916339810004,3.6824260356213907
fx_chimesingle_cozy004_.wav,fx,chime,single,cozy,4,5.69512961015622,-2.253271201977255,2.749989824446264
fx_chimesingle_mystic005_.wav,fx,chime,single,mystic,5,5.56491378234916,-2.7476036900560628,4.408251649456654
fx_chimesingle_mystic006_.wav,fx,chime,single,mystic,6,4.779097814064308,-2.04155295925903,1.7744335417841666
fx_chimesingle_mystic007_.wav,fx,chime,single,mystic,7,6.661655004740666,-2.5315334401013465,3.958555025195284
fx_chimesingle_mystic008_.wav,fx,chime,single,mystic,8,5.537374251634852,-2.5342148930418453,3.718433661802501
fx_chimesingle_mystic009_.wav,fx,chime,single,mystic,9,4.784809691554789,-2.2495547411434673,2.947709141301287
fx_chimesingle_tense010_.wav,fx,chime,single,tense,10,6.018240349919471,-2.7977069031966,4.703065816836581
fx_chimesingle_tense011_.wav,fx,chime,single,tense,11,5.352741864215324,-2.348114084846714,3.4311479672797613
fx_chimesingle_tense012_.wav,fx,chime,single,tense,12,6.055476007342495,-2.4251331976681962,3.2792509466594932
fx_chimesingle_tense013_.wav,fx,chime,single,tense,13,6.211864109485392,-2.804971987413703,5.103093660761637
fx_chimesingle_tense014_.wav,fx,chime,single,tense,14,4.747148191807981,-2.337163706800783,3.9278090319876733
fx_sparklesingle_cozy000_.wav,fx,sparkle,single,cozy,0,3.4396081875595943,-1.5936795894329971,-0.10666261502861352
fx_sparklesingle_cozy001_.wav,fx,sparkle,single,cozy,1,4.34810010363216,-2.1568045087350427,0.46587824733923566
fx_sparklesingle_cozy002_.wav,fx,sparkle,single,cozy,2,3.771457948801397,-1.7953790030261203,0.11869273755921296
fx_sparklesingle_cozy003_.wav,fx,sparkle,single,cozy,3,5.510902550655284,-2.6168673399633797,0.9165317278452886
fx_sparklesingle_cozy004_.wav,fx,sparkle,single,cozy,4,5.258102441611009,-2.6102824740781796,0.7858096551285818
fx_sparklesingle_mystic005_.wav,fx,sparkle,single,mystic,5,4.532706559036183,-1.9814047431624635,0.748060996759941
fx_sparklesingle_mystic006_.wav,fx,sparkle,single,mystic,6,5.47156867189795,-2.508295198483381,0.7141091609443463
fx_sparklesingle_mystic007_.wav,fx,sparkle,single,mystic,7,5.799655285648666,-3.0385545017276585,1.1431103108816054
fx_sparklesingle_mystic008_.wav,fx,sparkle,single,mystic,8,4.453352214489057,-2.3699158311027917,1.39004044090628
fx_sparklesingle_mystic009_.wav,fx,sparkle,single,mystic,9,5.212308243621181,-2.901101263877374,1.0079360657832033
fx_sparklesingle_tense010_.wav,fx,sparkle,single,tense,10,4.6165575044711415,-2.1184883039471347,1.370117472443286
fx_sparklesingle_tense011_.wav,fx,sparkle,single,tense,11,5.15579249444042,-2.4202367924964263,1.0685033183698176
fx_sparklesingle_tense012_.wav,fx,sparkle,single,tense,12,4.801276838743984,-2.7397337524899306,0.984389712039228
fx_sparklesingle_tense013_.wav,fx,sparkle,single,tense,13,5.512708355885464,-2.5358120257313166,1.0031365994240922
fx_sparklesingle_tense014_.wav,fx,sparkle,single,tense,14,4.864493539078199,-2.518967997352077,1.2083840536337032
mus_flutesingle_cozy000_.wav,mus,flute,single,cozy,0,-6.48318892568759,-0.8719377527151628,3.2461418586410895
mus_flutesingle_cozy001_.wav,mus,flute,single,cozy,1,-6.460630782091877,-1.5259188649509852,2.0659149332505757
mus_flutesingle_cozy002_.wav,mus,flute,single,cozy,2,-6.470568313100012,-1.5388860781049065,2.0757321326380995
mus_flutesingle_cozy003_.wav,mus,flute,single,cozy,3,-6.470262624156192,-0.8462139792461585,3.2564924292759105
mus_flutesingle_cozy004_.wav,mus,flute,single,cozy,4,-5.861161226964472,0.8875056640413175,4.193510924050018
mus_flutesingle_cozy005_.wav,mus,flute,single,cozy,5,-4.830618435548035,2.9861157113948504,4.55036993521381
mus_flutesingle_mystic006_.wav,mus,flute,single,mystic,6,-5.817890580510541,0.3926603598646386,3.747948614462448
mus_flutesingle_mystic007_.wav,mus,flute,single,mystic,7,-6.459017658254216,-1.5220902879890745,2.072116650015716
mus_flutesingle_mystic008_.wav,mus,flute,single,mystic,8,-6.087378250266846,-1.4575199744944103,1.2283435469004869
mus_flutesingle_mystic009_.wav,mus,flute,single,mystic,9,-5.813608535532729,0.36132595787670135,3.7182000977919296
mus_flutesingle_mystic010_.wav,mus,flute,single,mystic,10,-4.811107659877757,2.970637165076392,4.534870879044928
mus_flutesingle_mystic011_.wav,mus,flute,single,mystic,11,-5.074605444716786,1.9008150214984338,4.486073573110063
mus_flutesingle_tense012_.wav,mus,flute,single,tense,12,-6.482840884725367,-0.8720792676810517,3.2475888834151543
mus_flutesingle_tense013_.wav,mus,flute,single,tense,13,-6.500475309588801,-0.9096639049486978,3.2581272844037894
mus_flutesingle_tense014_.wav,mus,flute,single,tense,14,-4.827706371242135,3.010881246704756,4.58216282224021
mus_flutesingle_tense015_.wav,mus,flute,single,tense,15,-6.580303917885674,1.6920014708207578,5.743568446066664
mus_flutesingle_tense016_.wav,mus,flute,single,tense,16,-6.572072744784894,1.6866900531276559,5.726852936638534
mus_flutesingle_tense017_.wav,mus,flute,single,tense,17,-5.076507223837001,1.9220409875015665,4.4701961515932975
mus_harpsingle_cozy000_.wav,mus,harp,single,cozy,0,2.0414633495027528,2.4945197184774326,-2.5498706777898734
mus_harpsingle_cozy001_.wav,mus,harp,single,cozy,1,1.5575462991372404,3.2035114502493203,-2.3487785605610783
mus_harpsingle_cozy002_.wav,mus,harp,single,cozy,2,1.7885706277773457,0.8275884025628283,-3.6362859336688635
mus_harpsingle_cozy003_.wav,mus,harp,single,cozy,3,1.5208546179232352,2.334037593051302,-3.1545675582079773
mus_harpsingle_cozy004_.wav,mus,harp,single,cozy,4,2.46675465052911,0.5222875300710584,-4.089732514050673
mus_harpsingle_cozy005_.wav,mus,harp,single,cozy,5,1.9599890732106193,1.5599581074461295,-2.767903482811514
mus_harpsingle_mystic006_.wav,mus,harp,single,mystic,6,2.0914231365661786,2.0960870072560196,-3.3867323906082554
mus_harpsingle_mystic007_.wav,mus,harp,single,mystic,7,2.107736552724597,1.7055629243736086,-3.980283989052425
mus_harpsingle_mystic008_.wav,mus,harp,single,mystic,8,2.2079254048145187,2.544718723142213,-3.075858402527427
mus_harpsingle_mystic009_.wav,mus,harp,single,mystic,9,2.1857501219583453,1.010374427766365,-3.8200065755367487
mus_harpsingle_mystic010_.wav,mus,harp,single,mystic,10,2.524423835302584,1.2299119222280765,-4.089217424154769
mus_harpsingle_mystic011_.wav,mus,harp,single,mystic,11,2.2536524494041617,1.7422272316414542,-3.5505174510094157
mus_harpsingle_tense012_.wav,mus,harp,single,tense,12,2.475491394580856,1.7256666671507548,-3.381039894232863
mus_harpsingle_tense013_.wav,mus,harp,single,tense,13,2.4481330526681355,0.16914676412174587,-4.300538149983792
mus_harpsingle_tense014_.wav,mus,harp,single,tense,14,2.6064620856078173,0.8171761161860276,-3.8223527745388273
mus_harpsingle_tense015_.wav,mus,harp,single,tense,15,1.5588844241143722,2.256874221213636,-3.3827021974973213
mus_harpsingle_tense016_.wav,mus,harp,single,tense,16,1.6499685515390663,1.9301759825515055,-3.585961361726169
mus_harpsingle_tense017_.wav,mus,harp,single,tense,17,2.269753390516914,1.8089946024254309,-3.5722807582889353
mus_ocarinamelody_cozy003_.wav,mus,ocarina,melody,cozy,3,-3.7040727446701545,-3.553501601381145,-1.5474276614022404
mus_ocarinamelody_cozy004_.wav,mus,ocarina,melody,cozy,4,-3.79060008567306,-3.4748955014593808,-1.458924246908372
mus_ocarinamelody_cozy005_.wav,mus,ocarina,melody,cozy,5,-4.012468574386432,-3.191398068214841,-1.3376117262401164
mus_ocarinamelody_cozy006_.wav,mus,ocarina,melody,cozy,6,-4.064857224924841,-3.895186474534927,-1.1812082417555894
mus_ocarinamelody_cozy007_.wav,mus,ocarina,melody,cozy,7,-3.8277405520843693,-2.7475439016403356,-1.159050792617037
mus_ocarinamelody_cozy008_.wav,mus,ocarina,melody,cozy,8,-3.803054562426409,-2.5864064931038513,-0.670365172958715
mus_ocarinamelody_mystic012_.wav,mus,ocarina,melody,mystic,12,-3.5490543444946425,-3.4783007685511356,-1.5440942081488325
mus_ocarinamelody_mystic013_.wav,mus,ocarina,melody,mystic,13,-4.135998524693061,-2.7046415161670274,-0.07486228069357535
mus_ocarinamelody_mystic014_.wav,mus,ocarina,melody,mystic,14,-4.138212315311386,-3.143572584414558,-0.6160633224332526
mus_ocarinamelody_mystic015_.wav,mus,ocarina,melody,mystic,15,-3.524260843362067,-4.012180370246466,-1.104905661123886
mus_ocarinamelody_mystic016_.wav,mus,ocarina,melody,mystic,16,-0.9499848992939462,-3.192401389352101,-3.7056043143773967
mus_ocarinamelody_mystic017_.wav,mus,ocarina,melody,mystic,17,-3.418203295111158,-3.5714028984805535,-1.3147830631126338
mus_ocarinamelody_tense021_.wav,mus,ocarina,melody,tense,21,-3.6908501072526416,-4.0935631627437905,-1.5682711405606145
mus_ocarinamelody_tense022_.wav,mus,ocarina,melody,tense,22,-3.3320818088799027,-3.3722979555934485,-1.7119852521436156
mus_ocarinamelody_tense023_.wav,mus,ocarina,melody,tense,23,-3.7827244092346177,-3.8448398044925836,-1.2209459940469665
mus_ocarinamelody_tense024_.wav,mus,ocarina,melody,tense,24,-2.3194224992362176,-3.5064881366784277,-2.6111545892717074
mus_ocarinamelody_tense025_.wav,mus,ocarina,melody,tense,25,-2.9514341621951434,-2.4107358423886183,-1.3247610640359058
mus_ocarinamelody_tense026_.wav,mus,ocarina,melody,tense,26,-4.0249645731629276,-2.4914968846807044,-0.5546852971195583
mus_ocarinasingle_cozy000_.wav,mus,ocarina,single,cozy,0,-3.1002808563441473,-0.6493618608204864,-0.05934890556846492
mus_ocarinasingle_cozy001_.wav,mus,ocarina,single,cozy,1,-3.3337571542307405,-1.970547734214089,-0.44528604956121753
mus_ocarinasingle_cozy002_.wav,mus,ocarina,single,cozy,2,-2.8700829426641272,-2.579283009879288,-2.8910093498617053
mus_ocarinasingle_mystic009_.wav,mus,ocarina,single,mystic,9,-3.2417167503562743,-1.3204373796996176,-0.48574248924713737
mus_ocarinasingle_mystic010_.wav,mus,ocarina,single,mystic,10,-3.7334373801955643,-2.064196626004156,-0.9504616011571249
mus_ocarinasingle_mystic011_.wav,mus,ocarina,single,mystic,11,-3.0219359071343512,-2.2547504173469597,-1.757203630781271
mus_ocarinasingle_tense018_.wav,mus,ocarina,single,tense,18,-2.794896991998984,-2.3985826505162184,-1.8474438718829962
mus_ocarinasingle_tense019_.wav,mus,ocarina,single,tense,19,-3.7005523148805994,-2.1595181905640537,-0.8993773069199754
mus_ocarinasingle_tense020_.wav,mus,ocarina,single,tense,20,-3.1337794172167017,-0.6219052845774873,0.06195928751812036
mus_padtexture_cozy000_.wav,mus,pad,texture,cozy,0,0.43943551406159637,3.6008399091787444,0.3766097468484655
mus_padtexture_cozy001_.wav,mus,pad,texture,cozy,1,0.158442022180013,4.804480030134431,0.4939248705490547
mus_padtexture_cozy002_.wav,mus,pad,texture,cozy,2,0.19903755172876653,4.815943644069039,0.4422884222024991
mus_padtexture_cozy003_.wav,mus,pad,texture,cozy,3,0.13320135105820352,3.6899946274498787,0.8866938111971617
mus_padtexture_cozy004_.wav,mus,pad,texture,cozy,4,0.08171088613302505,4.830593056341941,0.652991493834658
mus_padtexture_mystic005_.wav,mus,pad,texture,mystic,5,0.29917553191128793,3.9125820382955183,0.502901918540748
mus_padtexture_mystic006_.wav,mus,pad,texture,mystic,6,0.1325461711720316,4.486966759427463,0.6112388426678583
mus_padtexture_mystic007_.wav,mus,pad,texture,mystic,7,0.10869182382196094,3.6925784291989063,0.9139074858050397
mus_padtexture_mystic008_.wav,mus,pad,texture,mystic,8,0.18931856773748307,2.7848191882066256,0.0829108872955597
mus_padtexture_mystic009_.wav,mus,pad,texture,mystic,9,0.16916315660175693,4.7002156358413245,0.6149208034952326
mus_padtexture_tense010_.wav,mus,pad,texture,tense,10,-0.4087394062501201,4.437094102041397,1.6451631498835733
mus_padtexture_tense011_.wav,mus,pad,texture,tense,11,-0.26432528171273295,4.551552109248867,1.3904575713315657
mus_padtexture_tense012_.wav,mus,pad,texture,tense,12,-0.015312761481592043,5.123402443075894,1.180024827655442
mus_padtexture_tense013_.wav,mus,pad,texture,tense,13,-0.03978981679979618,4.919998447495367,1.1806322805170035
mus_padtexture_tense014_.wav,mus,pad,texture,tense,14,-0.34762669790128314,4.573310032834747,1.5293003594408552
sfx_birdtexture_cozy000_.wav,sfx,bird,texture,cozy,0,-1.1663873937317142,-1.2690918775953126,-1.4545561554890172
sfx_birdtexture_cozy001_.wav,sfx,bird,texture,cozy,1,-1.4740474792578881,-0.8865153493706662,-1.0732259330297431
sfx_birdtexture_mystic002_.wav,sfx,bird,texture,mystic,2,-1.2765967374591993,-0.2964686943886348,-0.8363225188177895
sfx_birdtexture_mystic003_.wav,sfx,bird,texture,mystic,3,-1.2180377280111612,-1.2781728482074137,-1.187518824951279
sfx_birdtexture_tense004_.wav,sfx,bird,texture,tense,4,-1.3422447749963873,-1.1457987141433648,-1.2265831163532825
sfx_birdtexture_tense005_.wav,sfx,bird,texture,tense,5,-1.051021807261094,-1.0443587908675602,-1.2624889205986427
sfx_owltexture_cozy000_.wav,sfx,owl,texture,cozy,0,-2.627252986971886,-2.962024954139998,-4.179584372690104
sfx_owltexture_cozy001_.wav,sfx,owl,texture,cozy,1,-3.2638864600529653,-2.744882958813222,-3.6561558426516307
sfx_owltexture_mystic002_.wav,sfx,owl,texture,mystic,2,-4.061749914721936,-2.7164726362751845,-3.5116902625062845
sfx_owltexture_mystic003_.wav,sfx,owl,texture,mystic,3,-5.074157549885273,-2.2784411954874177,-0.636024138996974
sfx_owltexture_tense004_.wav,sfx,owl,texture,tense,4,-1.946193909912873,-2.5654116228146915,-3.898433582781519
sfx_owltexture_tense005_.wav,sfx,owl,texture,tense,5,-4.848924917433564,-2.0609589255825496,-1.0349388896504392
sfx_whooshtexture_cozy000_.wav,sfx,whoosh,texture,cozy,0,1.5824196792219851,0.9201328081269383,-0.29439832258298726
sfx_whooshtexture_cozy001_.wav,sfx,whoosh,texture,cozy,1,2.2081658555311647,0.38369120327128137,-0.49301081297966665
sfx_whooshtexture_mystic002_.wav,sfx,whoosh,texture,mystic,2,2.02933162102695,0.5982502660764624,-0.27743891240775703
sfx_whooshtexture_mystic003_.wav,sfx,whoosh,texture,mystic,3,1.7972747906035444,0.5339852821393272,-0.6881395538994202
sfx_whooshtexture_tense004_.wav,sfx,whoosh,texture,tense,4,2.446166054535104,0.28549324852799496,-0.5761194617942454
sfx_whooshtexture_tense005_.wav,sfx,whoosh,texture,tense,5,2.401488509005992,0.261088152951649,-0.46617048222224144
